Group,Group Name,Name,Date,Time,Latitude,Longitude,Altitude,Alarm
V,POTA-SK,18 Dunajske luhy - Protected Landscape Area,09/04/2025,00:00:00,47.8949,17.4982,,OFF
V,POTA-SK,23 Ponitrie - Protected Landscape Area,09/04/2025,00:00:00,48.495,18.265,,OFF
V,POTA-SK,38 Babsky park - Protected Area,09/04/2025,00:00:00,48.3013,17.8907,,OFF
V,POTA-SK,39 Bohatsky park - Protected Area,09/04/2025,00:00:00,47.8826,18.2001,,OFF
V,POTA-SK,40 Cicovsky park - Protected Area,09/04/2025,00:00:00,47.7737,17.7671,,OFF
V,POTA-SK,45 Hurbanovsky park - Protected Area,09/04/2025,00:00:00,47.8735,18.189,,OFF
V,POTA-SK,46 Kastielsky park - Protected Area,09/04/2025,00:00:00,47.8918,18.2025,,OFF
V,POTA-SK,47 Klasovsky park - Protected Area,09/04/2025,00:00:00,48.276,18.2613,,OFF
V,POTA-SK,48 Komjaticky park - Protected Area,09/04/2025,00:00:00,48.1557,18.182,,OFF
V,POTA-SK,50 Kraviansky park - Protected Area,09/04/2025,00:00:00,47.7592,18.4841,,OFF
V,POTA-SK,52 Lapassky park - Protected Area,09/04/2025,00:00:00,48.3092,18.1781,,OFF
V,POTA-SK,53 Levicky park - Protected Area,09/04/2025,00:00:00,48.2155,18.6028,,OFF
V,POTA-SK,54 Lipovsky park - Protected Area,09/04/2025,00:00:00,48.1082,18.1891,,OFF
V,POTA-SK,55 Maniansky park - Protected Area,09/04/2025,00:00:00,48.152,18.2862,,OFF
V,POTA-SK,56 Marcelovsky park - Protected Area,09/04/2025,00:00:00,47.7944,18.2753,,OFF
V,POTA-SK,57 Mocensky park - Protected Area,09/04/2025,00:00:00,48.2323,17.9282,,OFF
V,POTA-SK,58 Novovesky park - Protected Area,09/04/2025,00:00:00,48.291,18.3273,,OFF
V,POTA-SK,59 Palarikovsky park - Protected Area,09/04/2025,00:00:00,48.0382,18.069,,OFF
V,POTA-SK,62 Rumanovsky park - Protected Area,09/04/2025,00:00:00,48.3281,17.8727,,OFF
V,POTA-SK,63 Rubaniansky park - Protected Area,09/04/2025,00:00:00,47.9322,18.3921,,OFF
V,POTA-SK,66 Strazsky park - Protected Area,09/04/2025,00:00:00,47.7598,18.0529,,OFF
V,POTA-SK,67 Svaetopetersky park - Protected Area,09/04/2025,00:00:00,47.8504,18.2631,,OFF
V,POTA-SK,69 Suriansky park - Protected Area,09/04/2025,00:00:00,48.422,18.0202,,OFF
V,POTA-SK,70 Tesarsky park - Protected Area,09/04/2025,00:00:00,48.5949,18.078,,OFF
V,POTA-SK,73 Topolciansky park - Protected Area,09/04/2025,00:00:00,48.4218,18.413,,OFF
V,POTA-SK,74 Tovarnicky park - Protected Area,09/04/2025,00:00:00,48.5684,18.1477,,OFF
V,POTA-SK,75 Zeliezovsky park - Protected Area,09/04/2025,00:00:00,48.0448,18.6567,,OFF
V,POTA-SK,76 Zitavsky park - Protected Area,09/04/2025,00:00:00,48.2046,18.2979,,OFF
V,POTA-SK,90 Park Kastiel Oponice - National Monument,09/04/2025,00:00:00,48.4483,18.1563,,OFF
V,POTA-SK,91 Park Kastiel Mojmirovce - National Monument,09/04/2025,00:00:00,48.2067,18.061,,OFF
V,POTA-SK,161 Leharov park - National Monument,09/04/2025,00:00:00,47.7575,18.1241,,OFF
V,POTA-SK,162 Park Kastiel Horne Semerovce - National Mon...,09/04/2025,00:00:00,48.1284,18.8799,,OFF
V,POTA-SK,163 Park Kastiel Horne Lefantovce - National Mo...,09/04/2025,00:00:00,48.4208,18.1473,,OFF
V,POTA-SK,164 Park Kastiel Lucnica nad Zitavou - National...,09/04/2025,00:00:00,48.2152,18.2909,,OFF
V,POTA-SK,165 Park Kastiel na Malante - National Monument,09/04/2025,00:00:00,48.321,18.1465,,OFF
V,POTA-SK,166 Park Kastiel Nitrianska Streda - National M...,09/04/2025,00:00:00,48.5219,18.1761,,OFF
V,POTA-SK,167 Maly park Nitrianska Streda - National Monu...,09/04/2025,00:00:00,48.5258,18.1752,,OFF
V,POTA-SK,168 Rudnyanskeho park Travnica - National Monument,09/04/2025,00:00:00,48.1365,18.3347,,OFF
V,POTA-SK,169 Beladicky park - National Monument,09/04/2025,00:00:00,48.3413,18.2925,,OFF
V,POTA-SK,170 Park Kastiel Kolta - National Monument,09/04/2025,00:00:00,48.0196,18.4139,,OFF
V,POTA-SK,171 Barlanghiho park - National Monument,09/04/2025,00:00:00,48.1365,18.3294,,OFF
V,POTA-SK,172 Park Kastiel Banov - National Monument,09/04/2025,00:00:00,48.0527,18.1988,,OFF
V,POTA-SK,174 Park Kastiel Hajna Nova Ves - National Monu...,09/04/2025,00:00:00,48.5343,18.0331,,OFF
V,POTA-SK,175 Park Kastiel Horne Obdokovce - National Mon...,09/04/2025,00:00:00,48.496,18.0482,,OFF
V,POTA-SK,176 Park Kastiel Nitrianska Blatnica National M...,09/04/2025,00:00:00,48.5578,17.9669,,OFF
