Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
70,SOTA-Summits,OE/TI-413 Bischo,Tirol 2127m,,,,,,GPS,,,,Exact,47.4053,12.5117,+1:00
70,SOTA-Summits,OE/TI-920 Bittri,Tirol 2698m,,,,,,GPS,,,,Exact,47.2167,10.5442,+1:00
70,SOTA-Summits,OE/TI-881 Blanka,Tirol 2822m,,,,,,GPS,,,,Exact,47.175,10.5125,+1:00
70,SOTA-Summits,OE/VB-227 Blanku,Vorarlbe 2334m,,,,,,GPS,,,,Exact,47.0925,9.6794,+1:00
70,SOTA-Summits,OE/ST-123 Blasen,Steierma 1969m,,,,,,GPS,,,,Exact,47.4994,14.6189,+1:00
70,SOTA-Summits,OE/ST-452 Blasen,Steierma 1602m,,,,,,GPS,,,,Exact,47.112,14.3071,+1:00
70,SOTA-Summits,OE/TI-877 Blauta,Tirol 2834m,,,,,,GPS,,,,Exact,47.0017,10.4817,+1:00
70,SOTA-Summits,OE/SB-253 Bleckw,Salzburg 1541m,,,,,,GPS,,,,Exact,47.6922,13.4464,+1:00
70,SOTA-Summits,OE/KT-277 Bleibe,Kaernten 772m,,,,,,GPS,,,,Exact,46.5747,13.9628,+1:00
70,SOTA-Summits,OE/SB-056 Bleiko,Salzburg 2411m,,,,,,GPS,,,,Exact,47.5142,13.2983,+1:00
70,SOTA-Summits,OE/TI-369 Bleisp,Tirol 2225m,,,,,,GPS,,,,Exact,47.3983,10.8183,+1:00
70,SOTA-Summits,OE/SB-338 Blessa,Salzburg 3050m,,,,,,GPS,,,,Exact,47.1808,12.4008,+1:00
70,SOTA-Summits,OE/TI-711 Bliggs,Tirol 3453m,,,,,,GPS,,,,Exact,46.9183,10.7858,+1:00
70,SOTA-Summits,OE/TI-791 Blockk,Tirol 3097m,,,,,,GPS,,,,Exact,47.085,10.8808,+1:00
70,SOTA-Summits,OE/ST-181 Blosen,Steierma 1724m,,,,,,GPS,,,,Exact,47.5006,14.2714,+1:00
