callsign,name,band,freq_tx,freq_rx,ctcss_tx,ctcss_rx,c4fm,dmr,dmr_id,dmr_cc,dstar,dstar_rpt1,dstar_rpt2,fm,landmark,state,country,country_code,loc_exact,lat,long,locator,sea_level,skip,scan_group,source_id,source_name,source_provider,source_type,source_license,source_url,offset,dup,ctcss,simplex,split,multimode,name_formatted,distance,heading
OE/ST-467,Gfäll,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.5083,15.1167,JN77NM,1450,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-467,,
OE/NO-113,Gföhlberg,,,,,,False,False,,,False,,,False,,Niederösterreich,Austria,AUT,True,48.0733,15.8269,JN78VB,885,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/NO-113,,
OE/TI-832,Gigalitz,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.0575,11.8917,JN57WB,3001,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-832,,
OE/TI-237,Gilfert,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.2681,11.7431,JN57UG,2506,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-237,,
OE/TI-958,Gimpel,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.5013,10.6125,JN57HM,2173,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-958,,
OM/BB-050,Gindura,,,,,,False,False,,,False,,,False,,Banskobystrick,Slovakia,SVK,True,48.8357,20.0288,KN08AU,1098,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OM/BB-050,,
OE/NO-107,Ginselhöhe,,,,,,False,False,,,False,,,False,,Niederösterreich,Austria,AUT,True,47.9886,15.1211,JN77NX,905,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/NO-107,,
OE/TI-998,Gipfel südlich vom Frauentalegg,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.7583,12.685,JN66IS,2262,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-998,,
OE/ST-448,Gipfel zwischen Fensteralm und Polsterkogel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.2782,15.1412,JN77NG,1673,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-448,,
OE/ST-598,Gipfel östlich vom Kletschachkogel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.4465,15.1466,JN77NK,1468,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-598,,
OE/ST-424,Gipfel östlich vom Lineckberg,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.1276,15.4746,JN77RD,702,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-424,,
OE/NO-013,Gippel,,,,,,False,False,,,False,,,False,,Niederösterreich,Austria,AUT,True,47.7983,15.5806,JN77ST,1669,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/NO-013,,
OE/ST-485,Gjoadeck,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.2825,13.97,JN67XG,2525,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-485,,
OE/TI-757,Glaettespitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.0371,11.2809,JN57PA,3133,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-757,,
OE/TI-373,Glanderspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.1483,10.6617,JN57HD,2512,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-373,,
OE/SB-393,Glaserer,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.1214,13.2152,JN67OC,2434,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-393,,
OE/VB-197,Glattecker – Zitterklapfen-HG,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.2681,9.9714,JN47XG,2403,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-197,,
OE/VB-311,Glatthorn,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.2653,9.88,JN47WG,2133,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-311,,
OE/NO-301,Glatzberg,,,,,,False,False,,,False,,,False,,Niederösterreich,Austria,AUT,True,47.9325,14.7875,JN77JW,904,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/NO-301,,
OE/ST-309,Gleichenberger Kogel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,46.8919,15.9083,JN76WV,598,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-309,,
OE/TI-956,Gleirschtaler Brandjoch,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.3264,11.4103,JN57QH,2372,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-956,,
OE/SB-050,Glingspitze,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.1589,13.3178,JN67PD,2433,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-050,,
OE/TI-735,Glockenturm,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.8925,10.6658,JN56HV,3353,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-735,,
OE/ST-557,Gloeckel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.6921,14.5509,JN77GQ,1319,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-557,,
OE/TI-034,Glödis,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.9614,12.7258,JN66IX,3206,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-034,,
OE/OO-106,Gmundnerberg,,,,,,False,False,,,False,,,False,,Oberösterreich,Austria,AUT,True,47.9058,13.7353,JN67UV,884,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/OO-106,,
OE/OO-139,Gobel (Gobelwarte),,,,,,False,False,,,False,,,False,,Oberösterreich,Austria,AUT,True,48.2175,14.84,JN78KF,484,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/OO-139,,
OE/ST-391,Goldachnock,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.0348,14.0574,JN77AA,2171,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-391,,
OE/KT-076,Goldeck,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.7586,13.4589,JN66RS,2142,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-076,,
OE/KT-261,Golsernock,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.7104,13.5468,JN66SR,1561,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-261,,
OE/KT-094,Golz,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.6714,13.3653,JN66QQ,2004,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-094,,
OE/TI-324,Golzentipp,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.7344,12.6036,JN66HR,2317,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-324,,
OE/VB-502,Gopfberg,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.3578,9.8989,JN47WI,1316,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-502,,
OE/TI-441,Gr. Schlicke,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.5183,10.6233,JN57HM,2059,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-441,,
OE/KT-314,Graben Griedlkopf,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.838,13.0499,JN66MU,2659,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-314,,
OE/KT-280,Gracarca,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.5983,14.5967,JN76HO,687,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-280,,
OE/KT-154,Grafenwegerhöhe,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.7119,13.2286,JN66OR,1441,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-154,,
OE/KT-323,Grafische Tristen,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.8058,13.1368,JN66NT,2553,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-323,,
OE/KT-035,Grakofel,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.8328,13.2283,JN66OT,2551,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-035,,
OE/TI-740,Granatenkogel,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.8369,11.0722,JN56MU,3318,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-740,,
OE/KT-269,Graschelitzen,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.577,13.8249,JN66VN,728,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-269,,
OE/KT-091,Graslitzen,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.6542,13.4683,JN66RP,2044,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-091,,
OE/TI-500,Gratlspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.415,11.9475,JN57XJ,1899,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-500,,
OE/ST-475,Gratmauer,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.7033,15.1842,JN77OQ,1296,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-475,,
OE/KT-397,Gratschenitzen (Westgipfel),,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.5274,13.9944,JN66XM,1360,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-397,,
OE/SB-380,Graukarkopf,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.1323,12.1656,JN67BD,2663,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-380,,
OE/SB-037,Graukogel,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.0972,13.1714,JN67OC,2492,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-037,,
OE/SB-350,Graunock,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.26,13.6959,JN67UG,2477,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-350,,
OE/KT-337,Gregerlnock,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.9184,13.8153,JN66VW,2296,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-337,,
OE/ST-008,Greifenberg,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.2892,13.7892,JN67VG,2618,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-008,,
OE/ST-015,Greim,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.2475,14.1517,JN77BF,2474,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-015,,
OE/TI-087,Grieskogel,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.9906,10.9711,JN56LX,2911,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-087,,
OE/ST-346,Griesmauerkogel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.5511,14.9833,JN77LN,2034,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-346,,
OE/TI-838,Griesslspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.1836,10.4354,JN57FE,2830,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-838,,
OE/TI-949,Griestaler Spitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.2275,10.3367,JN57EF,2622,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-949,,
OE/SB-390,Grießenspitze,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.129,13.4782,JN67RD,2504,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-390,,
OE/TI-598,Grießkopf,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.175,10.3325,JN57DE,2581,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-598,,
OE/ST-033,Grimming,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.5206,14.0172,JN77AM,2351,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-033,,
OE/SB-218,Grinnberg,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.3808,12.9789,JN67LJ,1774,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-218,,
OE/NO-240,Gromann,,,,,,False,False,,,False,,,False,,Niederösterreich,Austria,AUT,True,47.9538,15.3422,JN77QW,1076,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/NO-240,,
OE/TI-921,Grosse Lafatscher,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.3458,11.4533,JN57RI,2696,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-921,,
OE/TI-787,Grosse Ohrenspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.9067,12.1775,JN66CV,3101,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-787,,
OE/TI-963,Grosse Riedlkarspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.4117,11.3667,JN57QJ,2585,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-963,,
OE/TI-878,Grosse Schlenkerspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.2492,10.6158,JN57HF,2827,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-878,,
OE/KT-283,Grosser Friedrichskopf,,,,,,False,False,,,False,,,False,,Kärnten,Austria,AUT,True,46.958,12.8281,JN66JW,3134,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/KT-283,,
OE/TI-761,Grosser Greiner,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.02,11.7533,JN57VA,3201,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-761,,
OE/ST-519,Grosser Griessstein,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.6175,15.0267,JN77MO,2023,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-519,,
OE/TI-741,Grosser Hexenkopf,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.0597,12.4056,JN67EB,3314,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-741,,
OE/ST-574,Grosser Kainz,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.7875,15.265,JN77PS,1131,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-574,,
OE/ST-511,Grosser Miesberg,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.46,13.7317,JN67UL,2202,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-511,,
OE/TI-707,Grosser Möseler,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.9925,11.7817,JN56VX,3480,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-707,,
OE/ST-506,Grosser Oedstein,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.5539,14.6126,JN77HN,2335,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-506,,
OE/TI-695,Grosser Ramolkogel,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.8467,10.9592,JN56LU,3549,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-695,,
OE/TI-986,Grosser Rettenstein,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.3333,12.2958,JN67DH,2366,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-986,,
OE/TI-833,Grosser Schafkopf,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.8575,10.5958,JN56HU,2998,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-833,,
OE/ST-572,Grosser Sulzkogel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.705,14.7609,JN77JQ,1185,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-572,,
OE/VB-178,Grosser Valkastiel,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.1008,9.8058,JN47VC,2449,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-178,,
OE/TI-943,Grossgfallkopf,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.1017,10.4083,JN57EC,2639,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-943,,
OE/ST-507,Grosshansl,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.3187,14.265,JN77DH,2315,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-507,,
OE/ST-547,Grosskogel,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.64,14.8266,JN77JP,1410,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-547,,
OE/TI-947,Grossstein,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.2425,10.4917,JN57FF,2632,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-947,,
OE/OO-425,Großbergerkogel,,,,,,False,False,,,False,,,False,,Oberösterreich,Austria,AUT,True,47.9217,14.6044,JN77HW,782,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/OO-425,,
OE/TI-331,Große Beil,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.3414,12.0269,JN67AI,2309,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-331,,
OE/SB-044,Große Bischofsmütze,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.4939,13.5111,JN67SL,2458,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-044,,
OE/TI-246,Große Gamswiesenspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.7664,12.7831,JN66JS,2486,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-246,,
OE/VB-089,Große Grubenspitze,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.1544,10.1358,JN57BD,2659,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-089,,
OE/SB-356,Große Kesselspitze,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.2317,13.5567,JN67SF,2361,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-356,,
OE/TI-146,Große Kinigat,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.6756,12.5242,JN66GQ,2689,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-146,,
OE/VB-172,Große Rappenspitze,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.2364,10.1975,JN57CF,2472,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-172,,
OE/TI-124,Große Sandspitze,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,46.7667,12.8117,JN66JS,2770,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-124,,
OE/SB-394,Großeck,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.1156,13.5119,JN67SC,2427,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-394,,
OE/TI-137,Großer Bettelwurf,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.3444,11.5197,JN57SI,2726,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-137,,
OE/ST-055,Großer Buchstein,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.6106,14.5969,JN77HO,2224,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-055,,
OE/SB-001,Großer Bärenkopf,,,,,,False,False,,,False,,,False,,Salzburg,Austria,AUT,True,47.1311,12.7316,JN67ID,3396,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/SB-001,,
OE/ST-018,Großer Bösenstein,,,,,,False,False,,,False,,,False,,Steiermark,Austria,AUT,True,47.4436,14.4039,JN77EK,2448,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/ST-018,,
OE/VB-528,Großer Drusenturm,,,,,,False,False,,,False,,,False,,Vorarlberg,Austria,AUT,True,47.0248,9.81,JN47VA,2830,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/VB-528,,
OE/NO-065,Großer Fegenberg,,,,,,False,False,,,False,,,False,,Niederösterreich,Austria,AUT,True,47.7806,15.72,JN77US,1186,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/NO-065,,
OE/TI-022,Großer Geiger,,,,,,False,False,,,False,,,False,,Tirol,Austria,AUT,True,47.0931,12.3086,JN67DC,3360,False,,sota-summits,SOTA Summits,Summits on the Air,dynamic,,https://www.sotadata.org.uk/de/summits,0,,False,False,False,False,OE/TI-022,,
