Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
32,AT-Repeaters,Brentenriegel,Sieggraben,OE4XUB,,145.775,DUP-,0.6,FM,TONE,97.4Hz,YES,Exact,47.659535,16.390592,+1:00
32,AT-Repeaters,Geiersberg,Geiersberg,OE5XUL,,145.775,DUP-,0.6,FM,OFF,88.5Hz,NO,Exact,48.20026,13.58142,+1:00
32,AT-Repeaters,Hohe Salve,Westendorf,OE7XKI,,145.775,DUP-,0.6,FM,OFF,88.5Hz,NO,Exact,47.465,12.204167,+1:00
32,AT-Repeaters,Frauenstaffel,Dietmanns,OE3XES,,145.7875,DUP-,0.6,FM,TONE,79.7Hz,YES,Exact,48.7931928,15.3499052,+1:00
32,AT-Repeaters,Wurmkogel Lift,Soelden,OE7XGI,,145.7875,DUP-,0.6,FM,OFF,88.5Hz,NO,Exact,46.88041,11.08384,+1:00
32,AT-Repeaters,Hollabrunn Stadt,Hollabrunn,OE3XTC,,438.075,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.56105797949712,16.06752060075255,+1:00
32,AT-Repeaters,Feuerkogel,Langwies,OE5XFK,,438.15,DUP-,7.6,FM,TONE,123.0Hz,YES,Exact,47.81588,13.721327,+1:00
32,AT-Repeaters,St. Bartholomae,St. Bartholomae,OE6XFD,,438.2,DUP-,7.6,FM,TONE,103.5Hz,YES,Exact,47.07115042743464,15.256529517436299,+1:00
32,AT-Repeaters,Ehrwald,Ehrwald,OE7XET,,438.225,DUP-,7.6,FM,TONE,136.5Hz,YES,Exact,47.412446419367086,10.916422724349717,+1:00
32,AT-Repeaters,FH Wr Neustadt,Wiener Neustadt,OE3XVJ,,438.225,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,47.839,16.24825,+1:00
32,AT-Repeaters,Hainfelder Huette,Hainfeld,OE3XOR,,438.3,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.0193515,15.753696399999999,+1:00
32,AT-Repeaters,Hochstein,Patriasdorf,OE7XLI,,438.3,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,46.82166,12.70025,+1:00
32,AT-Repeaters,Klippitztoerl,Leiwald,OE8XKP,,438.3,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,46.93639,14.67506,+1:00
32,AT-Repeaters,Porrtower,Favoriten,OE1XBA,,438.3125,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.16796379539441,16.38715982437134,+1:00
32,AT-Repeaters,Gaisberg,Heuberg I,OE2XZR,,438.4,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,47.805128,13.112955,+1:00
32,AT-Repeaters,Hohe Wand,Maiersdorf,OE3XTR,,438.4,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,47.8346,16.04605,+1:00
32,AT-Repeaters,Senftenbach/Wolfau,Furth,OE5XDN,,438.425,DUP-,7.6,FM,TONE,123.0Hz,YES,Exact,48.27889,13.40661,+1:00
32,AT-Repeaters,Hermannskogel,Grinzing,OE1XAT,,438.475,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.27041873853696,16.29355072975159,+1:00
32,AT-Repeaters,Hollbruck,Hollbruck,OE7XJH,,438.5,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,46.73872222,12.45377778,+1:00
32,AT-Repeaters,Gebhartsberg,Bregenz,OE9XFV,,438.525,DUP-,7.6,FM,TONE,85.4Hz,YES,Exact,47.49003,9.74761,+1:00
32,AT-Repeaters,Kindberg,Kindberg,OE6XME,,438.525,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.50585,15.44903,+1:00
32,AT-Repeaters,Villach LKH,Villach,OE8XVK,,438.55,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,46.61612,13.85777,+1:00
32,AT-Repeaters,Breitenstein,Kirchschlag,OE5XOL,,438.575,DUP-,7.6,FM,TONE,123.0Hz,YES,Exact,48.4152993,14.27429015,+1:00
32,AT-Repeaters,Magdalensberg,Ottmanach,OE8XMK,,438.575,DUP-,7.6,FM,TONE,88.5Hz,YES,Exact,46.728051,14.429426,+1:00
32,AT-Repeaters,Dornbirn Erlosenstrasse,Dornbirn,OE9XXD,,438.5875,DUP-,7.6,FM,TONE,85.4Hz,YES,Exact,47.4013,9.7227,+1:00
32,AT-Repeaters,Jauerling,Wiesmannsreith,OE3XWJ,,438.6,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,48.334521482895106,15.337681174278261,+1:00
32,AT-Repeaters,Weinbergerhaus,Kufstein,OE7XWT,,438.6,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,47.57772,12.20958,+1:00
32,AT-Repeaters,Iselsberg-Stronach,Iselsberg,OE7XLH,,438.625,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,46.83869,12.84436,+1:00
32,AT-Repeaters,Karren,Dornbirn,OE9XKV,,438.625,DUP-,7.6,FM,TONE,85.4Hz,YES,Exact,47.38802843464625,9.750838279724123,+1:00
32,AT-Repeaters,Stuhleck,Spital am Semmering,OE6XCD,,438.625,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.574167,15.79,+1:00
