callsign,name,band,freq_tx,freq_rx,ctcss_tx,ctcss_rx,c4fm,dmr,dmr_id,dmr_cc,dstar,dstar_rpt1,dstar_rpt2,fm,landmark,state,country,country_code,loc_exact,lat,long,locator,sea_level,skip,scan_group,source_id,source_name,source_provider,source_type,source_license,source_url,offset,dup,ctcss,simplex,split,multimode,name_formatted,distance,heading,attempts,activations,qsos,grid
AT-0052,Felbertal Ammertal Dorferoed Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.1943,12.5192,JN67ge,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0052 Felbertal Ammertal Dorferoed Nature Reserve,,,5,2,48,JN67ge
AT-0072,Naturschutzgebiet Karwendel Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.318,11.3821,JN57qh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0072 Naturschutzgebiet Karwendel Nature Reserve,,,9,9,305,JN57qh
AT-0073,Otztaler Alpen Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,46.8358,10.9449,JN56lu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0073 Otztaler Alpen Nature Reserve,,,3,3,37,JN56lu
AT-0074,Baerenkopf Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.4056,11.7268,JN57uj,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0074 Baerenkopf Nature Reserve,,,1,1,14,JN57uj
AT-0075,Stubaier Alpen Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.0169,11.0551,JN57ma,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0075 Stubaier Alpen Nature Reserve,,,1,1,12,JN57ma
AT-0078,Patscherkofel-Zirmberg Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.2249,11.4593,JN57rf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0078 Patscherkofel-Zirmberg Nature Reserve,,,3,3,88,JN57rf
AT-0161,Nordkette Landscape Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.3117,11.454,JN57rh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0161 Nordkette Landscape Reserve,,,1,1,12,JN57rh
AT-0162,Martinswand-Solstein-Reitherspitze National Park,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.2903,11.2815,JN57pg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0162 Martinswand-Solstein-Reitherspitze National Park,,,1,1,14,JN57pg
AT-0163,Arzler Kalvarienberg Landscape Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.2821,11.4351,JN57rg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0163 Arzler Kalvarienberg Landscape Reserve,,,3,2,28,JN57rg
AT-0164,Kalkkoegel Landscape Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.1684,11.2834,JN57pe,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0164 Kalkkoegel Landscape Reserve,,,0,0,0,JN57pe
AT-0165,Rosengarten National Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.2158,11.4141,JN57qf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0165 Rosengarten National Reserve,,,3,3,48,JN57qf
AT-0166,Feuchtgebiete um die Thierburg Landscape Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.3166,11.6093,JN57th,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0166 Feuchtgebiete um die Thierburg Landscape Reserve,,,1,1,12,JN57th
AT-0167,Kerschbaumeralmtal und Galitzenbachgraben Landscape Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,46.785,12.7694,JN66js,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0167 Kerschbaumeralmtal und Galitzenbachgraben Landscape Reserve,,,0,0,0,JN66js
AT-0168,Alter See Nature Monument,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,46.808,12.7889,JN66jt,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0168 Alter See Nature Monument,,,3,1,40,JN66jt
AT-0169,Wacholdergruppen und Baumwacholderhain in Forcha Nature Monument,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,46.7885,12.8728,JN66ks,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0169 Wacholdergruppen und Baumwacholderhain in Forcha Nature Monument,,,1,1,12,JN66ks
AT-0282,European long-distance hiking trail (E4) National Recreation Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-OO,AT-ST,AT-SZ,AT-TR,AT-VO,AT-WI",Tirol,Austria,AT,True,48.0737,16.1617,JN88bb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0282 European long-distance hiking trail (E4) National Recreation Trail,,,90,88,3795,JN88bb
AT-0291,Zentralalpenweg 02 National Scenic Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-KA,AT-NO,AT-ST,AT-SZ,AT-TR,AT-VO",Tirol,Austria,AT,True,47.2714,14.7821,JN77jg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0291 Zentralalpenweg 02 National Scenic Trail,,,29,28,1741,JN77jg
AT-0297,Serles - Habicht - Zuckerhuetl National Park,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.0072,11.2534,JN57pa,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0297 Serles - Habicht - Zuckerhuetl National Park,,,1,1,41,JN57pa
AT-0308,Tiefer-Wald Natura 2000,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,46.8977,10.4631,JN56fv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0308 Tiefer-Wald Natura 2000,,,9,8,344,JN56fv
AT-0309,Naturdenkmal Piller Moor Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.1247,10.6623,JN57hc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0309 Naturdenkmal Piller Moor Nature Reserve,,,5,3,69,JN57hc
AT-0315,Moorlandschaft Schwemm Protected Area,gps,,,,,False,False,,,False,,,False,AT-TR,Tirol,Austria,AT,True,47.6588,12.2994,JN67dp,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-TR,0,,False,True,False,False,AT-0315 Moorlandschaft Schwemm Protected Area,,,2,2,94,JN67dp
AT-0033,Nagelfluhkette Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.4954,10.0786,JN57al,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0033 Nagelfluhkette Nature Reserve,,,7,4,109,JN57al
AT-0049,Rappenlochschlucht Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.3858,9.77986,JN47vj,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0049 Rappenlochschlucht Nature Reserve,,,0,0,0,JN47vj
AT-0050,Wildpark Feldkirch National Wildlife Refuge,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.2459,9.59725,JN47tf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0050 Wildpark Feldkirch National Wildlife Refuge,,,7,7,160,JN47tf
AT-0070,Gadental Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.2257,10.0084,JN57af,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0070 Gadental Nature Reserve,,,1,1,17,JN57af
AT-0152,Rheindelta Natura 2000,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.4834,9.64911,JN47tl,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0152 Rheindelta Natura 2000,,,6,4,172,JN47tl
AT-0153,Mehrerauer Seeufer - Muendung der Bregenzerach National Park,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.5011,9.70178,JN47um,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0153 Mehrerauer Seeufer - Muendung der Bregenzerach National Park,,,6,6,167,JN47um
AT-0154,Bregenzerachschlucht Natura 2000,gps,,,,,False,False,,,False,,,False,AT-VO,Vorarlberg,Austria,AT,True,47.4898,9.80957,JN47vl,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0154 Bregenzerachschlucht Natura 2000,,,2,2,45,JN47vl
AT-0282,European long-distance hiking trail (E4) National Recreation Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-OO,AT-ST,AT-SZ,AT-TR,AT-VO,AT-WI",Vorarlberg,Austria,AT,True,48.0737,16.1617,JN88bb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0282 European long-distance hiking trail (E4) National Recreation Trail,,,90,88,3795,JN88bb
AT-0291,Zentralalpenweg 02 National Scenic Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-KA,AT-NO,AT-ST,AT-SZ,AT-TR,AT-VO",Vorarlberg,Austria,AT,True,47.2714,14.7821,JN77jg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-VO,0,,False,True,False,False,AT-0291 Zentralalpenweg 02 National Scenic Trail,,,29,28,1741,JN77jg
AT-0001,Schweizergarten Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.1869,16.3857,JN88ee,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0001 Schweizergarten Park,,,7,6,115,JN88ee
AT-0002,Vienna Prater Recreation Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.2035,16.4175,JN88fe,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0002 Vienna Prater Recreation Park,,,24,18,381,JN88fe
AT-0003,Schoenbrunner Schlosspark Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.1816,16.3105,JN88de,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0003 Schoenbrunner Schlosspark Park,,,7,7,125,JN88de
AT-0004,Schoenbrunner Tiergarten Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.1822,16.3046,JN88de,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0004 Schoenbrunner Tiergarten Park,,,2,2,30,JN88de
AT-0005,Lainzer Tiergarten Park,gps,,,,,False,False,,,False,,,False,"AT-NO,AT-WI",Wien,Austria,AT,True,48.1845,16.2191,JN88ce,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0005 Lainzer Tiergarten Park,,,7,5,193,JN88ce
AT-0046,Botanischer garten Wien County Showground,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.1924,16.3841,JN88ee,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0046 Botanischer garten Wien County Showground,,,5,3,62,JN88ee
AT-0174,Wienerberg Recreatiion Area Recreation Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.1611,16.3462,JN88ed,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0174 Wienerberg Recreatiion Area Recreation Park,,,8,7,160,JN88ed
AT-0187,Augarten Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.2261,16.3767,JN88ef,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0187 Augarten Park,,,4,4,76,JN88ef
AT-0188,Theresa-Tauscher-Park Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.2602,16.4297,JN88fg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0188 Theresa-Tauscher-Park Park,,,7,7,107,JN88fg
AT-0189,Forsthauspark Park,gps,,,,,False,False,,,False,,,False,AT-WI,Wien,Austria,AT,True,48.2443,16.374,JN88ef,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0189 Forsthauspark Park,,,4,4,55,JN88ef
AT-0190,Donauinsel Park,gps,,,,,False,False,,,False,,,False,"AT-NO,AT-WI",Wien,Austria,AT,True,48.2512,16.3838,JN88eg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-WI,0,,False,True,False,False,AT-0190 Donauinsel Park,,,44,44,695,JN88eg
